ShopName,ShopId,Location,Highschool,Engineering,Medicine,Sportsmagazines,GATE&JEE,UPSC,Management,DateofPurchase,Result
N,1013,Velachery,40,65,50,70,80,65,75,1/3/2016,"Gate&JEE,Management,Sports,Engineering,UPSC,Medicine,Educational"
O,1014,Porur,45,70,50,70,100,65,70,1/3/2016,"Gate&JEE,Management,Sports,Engineering,UPSC,Medicine,Educational"
P,1015,Guindy,40,70,55,70,95,55,80,1/4/2016,"Gate&JEE,Management,Sports,Engineering,UPSC,Medicine,Educational"
Q,1016,Pallavaram,45,70,50,70,85,60,80,1/4/2016,"Gate&JEE,Management,Sports,Engineering,UPSC,Medicine,Educational"
R,1017,Avadi,50,70,50,70,70,50,60,1/4/2016,"Gate&JEE,Management,Sports,Engineering,UPSC,Medicine,Educational"
S,1018,Perungudi,40,65,50,70,75,55,75,1/4/2016,"Gate&JEE,Management,Sports,Engineering,UPSC,Medicine,Educational"
T,1019,Saidapet,45,70,50,65,70,60,80,1/4/2016,"Gate&JEE,Management,Sports,Engineering,UPSC,Medicine,Educational"
U,1020,Mogappair,50,65,55,70,85,55,75,1/5/2016,"Gate&JEE,Management,Sports,Engineering,UPSC,Medicine,Educational"
V,1021,Retteri,45,60,60,65,70,60,70,1/5/2016,"Gate&JEE,Management,Sports,Engineering,UPSC,Medicine,Educational"
W,1022,Moolakadai,40,60,50,70,75,55,80,1/5/2016,"Gate&JEE,Management,Sports,Engineering,UPSC,Medicine,Educational"
X,1023,Egmore,45,70,65,65,90,60,75,1/5/2016,"Gate&JEE,Management,Sports,Engineering,UPSC,Medicine,Educational"
Y,1024,Koyembedu,50,60,55,70,65,55,70,1/5/2016,"Gate&JEE,Management,Sports,Engineering,UPSC,Medicine,Educational"
Z,1025,K K Nagar,45,60,50,60,70,50,80,1/5/2016,"Gate&JEE,Management,Sports,Engineering,UPSC,Medicine,Educational"
A,1000,Adyar,35,50,30,60,45,45,50,2/1/2016,"Sports,Engineering,Gate&JEE,Management,UPSC,Educational,Medicine"
B,1001,Ashok Nagar,40,60,40,60,45,40,55,2/1/2016,"Sports,Engineering,Gate&JEE,Management,UPSC,Educational,Medicine"
C,1002,Ambattur,35,50,35,65,40,30,50,2/1/2016,"Sports,Engineering,Gate&JEE,Management,UPSC,Educational,Medicine"
D,1003,Anna Nagar,40,50,40,60,50,40,50,2/1/2016,"Sports,Engineering,Gate&JEE,Management,UPSC,Educational,Medicine"
E,1004,Chrompet,35,50,30,65,45,45,40,2/1/2016,"Sports,Engineering,Gate&JEE,Management,UPSC,Educational,Medicine"
F,1005,Kolathur,40,50,40,60,45,40,45,2/2/2016,"Sports,Engineering,Gate&JEE,Management,UPSC,Educational,Medicine"
G,1006,Mylapore,35,50,30,65,40,40,40,2/2/2016,"Sports,Engineering,Gate&JEE,Management,UPSC,Educational,Medicine"
H,1007,Nungabakkam,40,50,40,60,55,35,45,2/2/2016,"Sports,Engineering,Gate&JEE,Management,UPSC,Educational,Medicine"
I,1008,Perambur,35,50,30,65,40,30,50,2/2/2016,"Sports,Engineering,Gate&JEE,Management,UPSC,Educational,Medicine"
J,1009,T Nagar,40,50,40,60,55,35,45,2/2/2016,"Sports,Engineering,Gate&JEE,Management,UPSC,Educational,Medicine"
K,1010,Tambaram,35,50,30,65,40,35,40,2/3/2016,"Sports,Engineering,Gate&JEE,Management,UPSC,Educational,Medicine"
L,1011,Vadapalani,40,50,40,60,55,40,45,2/3/2016,"Sports,Engineering,Gate&JEE,Management,UPSC,Educational,Medicine"
M,1012,Thiruvanmiyur,35,50,35,65,40,35,40,2/3/2016,"Sports,Engineering,Gate&JEE,Management,UPSC,Educational,Medicine"
N,1013,Velachery,40,50,40,60,50,40,55,2/3/2016,"Sports,Engineering,Gate&JEE,Management,UPSC,Educational,Medicine"
O,1014,Porur,35,50,35,65,40,35,40,2/3/2016,"Sports,Engineering,Gate&JEE,Management,UPSC,Educational,Medicine"
P,1015,Guindy,40,50,40,60,50,30,45,2/4/2016,"Sports,Engineering,Gate&JEE,Management,UPSC,Educational,Medicine"
Q,1016,Pallavaram,30,50,30,65,40,35,40,2/4/2016,"Sports,Engineering,Gate&JEE,Management,UPSC,Educational,Medicine"
R,1017,Avadi,40,50,30,60,50,35,45,2/4/2016,"Sports,Engineering,Gate&JEE,Management,UPSC,Educational,Medicine"
S,1018,Perungudi,30,50,30,65,40,40,40,2/4/2016,"Sports,Engineering,Gate&JEE,Management,UPSC,Educational,Medicine"
T,1019,Saidapet,40,60,30,60,50,35,45,2/4/2016,"Sports,Engineering,Gate&JEE,Management,UPSC,Educational,Medicine"
U,1020,Mogappair,30,50,30,65,50,30,40,2/5/2016,"Sports,Engineering,Gate&JEE,Management,UPSC,Educational,Medicine"
V,1021,Retteri,40,55,30,60,50,35,45,2/5/2016,"Sports,Engineering,Gate&JEE,Management,UPSC,Educational,Medicine"
W,1022,Moolakadai,30,60,30,65,40,30,50,2/5/2016,"Sports,Engineering,Gate&JEE,Management,UPSC,Educational,Medicine"
X,1023,Egmore,40,55,35,60,40,35,40,2/5/2016,"Sports,Engineering,Gate&JEE,Management,UPSC,Educational,Medicine"
Y,1024,Koyembedu,30,50,30,65,40,40,45,2/5/2016,"Sports,Engineering,Gate&JEE,Management,UPSC,Educational,Medicine"
Z,1025,K K Nagar,30,50,30,60,50,35,40,2/5/2016,"Sports,Engineering,Gate&JEE,Management,UPSC,Educational,Medicine"
A,1000,Adyar,30,35,40,100,75,35,30,3/1/2016,"Sports,Gate&JEE,Medicine,Engineering,UPSC,Management,Educational"
B,1001,Ashok Nagar,25,40,45,110,80,45,35,3/1/2016,"Sports,Gate&JEE,Medicine,Engineering,UPSC,Management,Educational"
C,1002,Ambattur,20,35,40,100,75,35,30,3/1/2016,"Sports,Gate&JEE,Medicine,Engineering,UPSC,Management,Educational"
D,1003,Anna Nagar,25,40,45,110,80,45,30,3/1/2016,"Sports,Gate&JEE,Medicine,Engineering,UPSC,Management,Educational"
E,1004,Chrompet,30,35,40,110,75,35,30,3/1/2016,"Sports,Gate&JEE,Medicine,Engineering,UPSC,Management,Educational"
F,1005,Kolathur,25,40,40,110,80,45,30,3/2/2016,"Sports,Gate&JEE,Medicine,Engineering,UPSC,Management,Educational"
G,1006,Mylapore,25,40,40,120,80,35,35,3/2/2016,"Sports,Gate&JEE,Medicine,Engineering,UPSC,Management,Educational"
H,1007,Nungabakkam,25,40,40,100,80,45,30,3/2/2016,"Sports,Gate&JEE,Medicine,Engineering,UPSC,Management,Educational"
I,1008,Perambur,20,40,40,120,80,35,35,3/2/2016,"Sports,Gate&JEE,Medicine,Engineering,UPSC,Management,Educational"
J,1009,T Nagar,25,40,40,120,75,45,35,3/2/2016,"Sports,Gate&JEE,Medicine,Engineering,UPSC,Management,Educational"
K,1010,Tambaram,20,40,40,140,80,40,30,3/3/2016,"Sports,Gate&JEE,Medicine,Engineering,UPSC,Management,Educational"
L,1011,Vadapalani,25,40,40,120,80,35,35,3/3/2016,"Sports,Gate&JEE,Medicine,Engineering,UPSC,Management,Educational"
M,1012,Thiruvanmiyur,25,40,45,100,80,30,30,3/3/2016,"Sports,Gate&JEE,Medicine,Engineering,UPSC,Management,Educational"
N,1013,Velachery,30,40,40,100,80,40,30,3/3/2016,"Sports,Gate&JEE,Medicine,Engineering,UPSC,Management,Educational"
O,1014,Porur,25,40,40,120,80,35,35,3/3/2016,"Sports,Gate&JEE,Medicine,Engineering,UPSC,Management,Educational"
P,1015,Guindy,25,40,45,120,80,45,35,3/4/2016,"Sports,Gate&JEE,Medicine,Engineering,UPSC,Management,Educational"
Q,1016,Pallavaram,20,40,40,120,80,40,35,3/4/2016,"Sports,Gate&JEE,Medicine,Engineering,UPSC,Management,Educational"
R,1017,Avadi,25,40,35,140,80,35,30,3/4/2016,"Sports,Gate&JEE,Medicine,Engineering,UPSC,Management,Educational"
S,1018,Perungudi,20,35,40,120,80,40,30,3/4/2016,"Sports,Gate&JEE,Medicine,Engineering,UPSC,Management,Educational"
T,1019,Saidapet,20,40,35,100,85,35,30,3/4/2016,"Sports,Gate&JEE,Medicine,Engineering,UPSC,Management,Educational"
U,1020,Mogappair,20,35,40,100,80,30,35,3/5/2016,"Sports,Gate&JEE,Medicine,Engineering,UPSC,Management,Educational"
V,1021,Retteri,20,40,35,100,75,45,30,3/5/2016,"Sports,Gate&JEE,Medicine,Engineering,UPSC,Management,Educational"
W,1022,Moolakadai,20,35,40,110,80,40,35,3/5/2016,"Sports,Gate&JEE,Medicine,Engineering,UPSC,Management,Educational"
X,1023,Egmore,25,40,35,140,85,35,30,3/5/2016,"Sports,Gate&JEE,Medicine,Engineering,UPSC,Management,Educational"
Y,1024,Koyembedu,25,35,40,140,80,40,30,3/5/2016,"Sports,Gate&JEE,Medicine,Engineering,UPSC,Management,Educational"
Z,1025,K K Nagar,20,40,35,100,75,35,35,3/5/2016,"Sports,Gate&JEE,Medicine,Engineering,UPSC,Management,Educational"
A,1000,Adyar,70,80,90,200,100,45,30,4/1/2016,"Sports,Gate&JEE,Medicine,Engineering,Educational,UPSC,Management"
B,1001,Ashok Nagar,70,90,80,180,100,50,35,4/1/2016,"Sports,Gate&JEE,Medicine,Engineering,Educational,UPSC,Management"
C,1002,Ambattur,60,80,100,190,110,45,40,4/1/2016,"Sports,Gate&JEE,Medicine,Engineering,Educational,UPSC,Management"
D,1003,Anna Nagar,60,70,80,180,80,45,35,4/1/2016,"Sports,Gate&JEE,Medicine,Engineering,Educational,UPSC,Management"
E,1004,Chrompet,70,80,90,180,90,45,30,4/1/2016,"Sports,Gate&JEE,Medicine,Engineering,Educational,UPSC,Management"
F,1005,Kolathur,70,60,100,200,100,45,45,4/2/2016,"Sports,Gate&JEE,Medicine,Engineering,Educational,UPSC,Management"
G,1006,Mylapore,60,70,80,180,100,50,30,4/2/2016,"Sports,Gate&JEE,Medicine,Engineering,Educational,UPSC,Management"
H,1007,Nungabakkam,70,80,90,180,110,45,35,4/2/2016,"Sports,Gate&JEE,Medicine,Engineering,Educational,UPSC,Management"
I,1008,Perambur,60,70,100,190,110,50,45,4/2/2016,"Sports,Gate&JEE,Medicine,Engineering,Educational,UPSC,Management"
J,1009,T Nagar,50,90,80,180,120,45,30,4/2/2016,"Sports,Gate&JEE,Medicine,Engineering,Educational,UPSC,Management"
K,1010,Tambaram,70,70,90,170,110,50,35,4/3/2016,"Sports,Gate&JEE,Medicine,Engineering,Educational,UPSC,Management"
L,1011,Vadapalani,40,60,100,170,80,45,45,4/3/2016,"Sports,Gate&JEE,Medicine,Engineering,Educational,UPSC,Management"
M,1012,Thiruvanmiyur,60,70,100,180,90,35,45,4/3/2016,"Sports,Gate&JEE,Medicine,Engineering,Educational,UPSC,Management"
N,1013,Velachery,70,60,120,190,100,35,45,4/3/2016,"Sports,Gate&JEE,Medicine,Engineering,Educational,UPSC,Management"
O,1014,Porur,50,80,80,220,100,40,30,4/3/2016,"Sports,Educational,Gate&JEE,UPSC,Engineering,Medicine,Management"
P,1015,Guindy,70,70,90,210,100,35,30,4/4/2016,"Sports,Gate&JEE,Medicine,Engineering,Educational,UPSC,Management"
Q,1016,Pallavaram,70,80,100,200,100,40,35,4/4/2016,"Sports,Gate&JEE,Medicine,Engineering,Educational,UPSC,Management"
R,1017,Avadi,60,90,80,190,100,35,45,4/4/2016,"Sports,Gate&JEE,Medicine,Engineering,Educational,UPSC,Management"
S,1018,Perungudi,70,60,90,150,120,40,40,4/4/2016,"Sports,Educational,Gate&JEE,UPSC,Engineering,Medicine,Management"
T,1019,Saidapet,50,70,100,150,110,35,30,4/4/2016,"Sports,Gate&JEE,Medicine,Engineering,Educational,UPSC,Management"
U,1020,Mogappair,70,90,80,160,80,40,30,4/5/2016,"Sports,Gate&JEE,Medicine,Engineering,Educational,UPSC,Management"
V,1021,Retteri,50,80,100,170,90,50,30,4/5/2016,"Sports,Gate&JEE,Medicine,Engineering,Educational,UPSC,Management"
W,1022,Moolakadai,60,70,90,180,90,45,40,4/5/2016,"Sports,Gate&JEE,Medicine,Engineering,Educational,UPSC,Management"
X,1023,Egmore,70,80,100,220,100,40,40,4/5/2016,"Sports,Gate&JEE,Medicine,Engineering,Educational,UPSC,Management"
Y,1024,Koyembedu,70,80,90,220,100,35,35,4/5/2016,"Sports,Gate&JEE,Medicine,Engineering,Educational,UPSC,Management"
Z,1025,K K Nagar,60,90,80,180,90,40,40,4/5/2016,"Sports,Gate&JEE,Medicine,Engineering,Educational,UPSC,Management"
A,1000,Adyar,80,50,40,200,80,70,30,5/1/2016,"Sports,Educational,Gate&JEE,UPSC,Engineering,Medicine,Management"
B,1001,Ashok Nagar,90,60,50,190,70,80,25,5/1/2016,"Sports,Educational,Gate&JEE,UPSC,Engineering,Medicine,Management"
C,1002,Ambattur,100,70,60,180,90,85,30,5/1/2016,"Sports,Educational,Gate&JEE,UPSC,Engineering,Medicine,Management"
D,1003,Anna Nagar,80,50,50,250,80,75,40,5/1/2016,"Sports,Educational,Gate&JEE,UPSC,Engineering,Medicine,Management"
E,1004,Chrompet,100,60,60,170,85,85,30,5/1/2016,"Sports,Educational,Gate&JEE,UPSC,Engineering,Medicine,Management"
F,1005,Kolathur,90,40,60,90,70,70,25,5/2/2016,"Sports,Educational,Gate&JEE,UPSC,Engineering,Medicine,Management"
G,1006,Mylapore,100,60,50,180,75,75,25,5/2/2016,"Sports,Educational,Gate&JEE,UPSC,Engineering,Medicine,Management"
H,1007,Nungabakkam,80,50,55,190,90,80,25,5/2/2016,"Sports,Educational,Gate&JEE,UPSC,Engineering,Medicine,Management"
I,1008,Perambur,80,70,60,180,95,90,30,5/2/2016,"Sports,Educational,Gate&JEE,UPSC,Engineering,Medicine,Management"
J,1009,T Nagar,100,70,50,170,85,85,35,5/2/2016,"Sports,Educational,Gate&JEE,UPSC,Engineering,Medicine,Management"
K,1010,Tambaram,80,50,50,190,70,70,30,5/3/2016,"Sports,Educational,Gate&JEE,UPSC,Engineering,Medicine,Management"
L,1011,Vadapalani,100,60,50,180,80,85,25,5/3/2016,"Sports,Educational,Gate&JEE,UPSC,Engineering,Medicine,Management"
M,1012,Thiruvanmiyur,80,50,55,185,90,75,35,5/3/2016,"Sports,Educational,Gate&JEE,UPSC,Engineering,Medicine,Management"
N,1013,Velachery,80,60,60,1950,80,85,30,5/3/2016,"Sports,Educational,Gate&JEE,UPSC,Engineering,Medicine,Management"
O,1014,Porur,100,70,50,180,90,85,30,5/3/2016,"Sports,Educational,Gate&JEE,UPSC,Engineering,Medicine,Management"
P,1015,Guindy,70,70,50,170,70,80,25,5/4/2016,"Sports,Educational,Gate&JEE,UPSC,Engineering,Medicine,Management"
Q,1016,Pallavaram,90,50,50,180,90,75,30,5/4/2016,"Sports,Educational,Gate&JEE,UPSC,Engineering,Medicine,Management"
R,1017,Avadi,90,60,50,190,85,85,25,5/4/2016,"Sports,Educational,Gate&JEE,UPSC,Engineering,Medicine,Management"
S,1018,Perungudi,100,60,45,170,75,70,30,5/4/2016,"Sports,Educational,Gate&JEE,UPSC,Engineering,Medicine,Management"
T,1019,Saidapet,90,50,50,190,90,70,25,5/4/2016,"Sports,Educational,Gate&JEE,UPSC,Engineering,Medicine,Management"
U,1020,Mogappair,80,60,45,180,80,70,30,5/5/2016,"Sports,Educational,Gate&JEE,UPSC,Engineering,Medicine,Management"
V,1021,Retteri,100,70,50,170,70,80,25,5/5/2016,"Sports,Educational,Gate&JEE,UPSC,Engineering,Medicine,Management"
W,1022,Moolakadai,80,60,45,160,85,75,20,5/5/2016,"Sports,Educational,Gate&JEE,UPSC,Engineering,Medicine,Management"
X,1023,Egmore,90,80,50,250,85,90,30,5/5/2016,"Sports,Educational,Gate&JEE,UPSC,Engineering,Medicine,Management"
Y,1024,Koyembedu,100,80,45,250,70,85,35,5/5/2016,"Sports,Educational,Gate&JEE,UPSC,Engineering,Medicine,Management"
Z,1025,K K Nagar,80,50,40,170,60,70,25,5/5/2016,"Sports,Educational,Gate&JEE,UPSC,Engineering,Medicine,Management"
A,1000,Adyar,150,90,40,80,40,150,25,6/1/2016,"Educational,UPSC,Engineering,Sports,Gate&JEE,Medicine,Management"
B,1001,Ashok Nagar,150,80,35,70,60,130,30,6/1/2016,"Educational,UPSC,Engineering,Sports,Gate&JEE,Medicine,Management"
C,1002,Ambattur,160,100,40,70,40,130,25,6/1/2016,"Educational,UPSC,Engineering,Sports,Gate&JEE,Medicine,Management"
D,1003,Anna Nagar,180,80,35,60,40,130,30,6/1/2016,"Educational,UPSC,Engineering,Sports,Gate&JEE,Medicine,Management"
E,1004,Chrompet,150,90,40,65,55,150,25,6/1/2016,"Educational,UPSC,Engineering,Sports,Gate&JEE,Medicine,Management"
F,1005,Kolathur,160,100,35,75,40,140,23,6/2/2016,"Educational,UPSC,Engineering,Sports,Gate&JEE,Medicine,Management"
G,1006,Mylapore,170,100,40,80,45,145,35,6/2/2016,"Educational,UPSC,Engineering,Sports,Gate&JEE,Medicine,Management"
H,1007,Nungabakkam,150,80,35,75,40,160,30,6/2/2016,"Educational,UPSC,Engineering,Sports,Gate&JEE,Medicine,Management"
I,1008,Perambur,160,100,40,70,65,155,25,6/2/2016,"Educational,UPSC,Engineering,Sports,Gate&JEE,Medicine,Management"
J,1009,T Nagar,170,90,45,60,60,150,30,6/2/2016,"Educational,UPSC,Engineering,Sports,Gate&JEE,Medicine,Management"
K,1010,Tambaram,180,80,40,75,65,140,35,6/3/2016,"Educational,UPSC,Engineering,Sports,Gate&JEE,Medicine,Management"
L,1011,Vadapalani,180,95,45,70,65,130,20,6/3/2016,"Educational,UPSC,Engineering,Sports,Gate&JEE,Medicine,Management"
M,1012,Thiruvanmiyur,160,85,30,60,40,150,25,6/3/2016,"Educational,UPSC,Engineering,Sports,Gate&JEE,Medicine,Management"
N,1013,Velachery,170,100,40,50,50,130,30,6/3/2016,"Educational,UPSC,Engineering,Sports,Gate&JEE,Medicine,Management"
O,1014,Porur,180,75,45,60,40,140,25,6/3/2016,"Educational,UPSC,Engineering,Sports,Gate&JEE,Medicine,Management"
P,1015,Guindy,160,85,40,70,55,155,30,6/4/2016,"Educational,UPSC,Engineering,Sports,Gate&JEE,Medicine,Management"
Q,1016,Pallavaram,180,95,35,60,50,165,25,6/4/2016,"Educational,UPSC,Engineering,Sports,Gate&JEE,Medicine,Management"
R,1017,Avadi,170,75,45,60,45,140,30,6/4/2016,"Educational,UPSC,Engineering,Sports,Gate&JEE,Medicine,Management"
S,1018,Perungudi,180,85,40,70,50,130,30,6/4/2016,"Educational,UPSC,Engineering,Sports,Gate&JEE,Medicine,Management"
T,1019,Saidapet,160,100,35,60,40,120,20,6/4/2016,"Educational,UPSC,Engineering,Sports,Gate&JEE,Medicine,Management"
U,1020,Mogappair,180,95,40,60,60,140,25,6/5/2016,"Educational,UPSC,Engineering,Sports,Gate&JEE,Medicine,Management"
V,1021,Retteri,170,70,35,80,50,130,30,6/5/2016,"Educational,UPSC,Engineering,Sports,Gate&JEE,Medicine,Management"
W,1022,Moolakadai,180,85,40,70,60,120,35,6/5/2016,"Educational,UPSC,Engineering,Sports,Gate&JEE,Medicine,Management"
X,1023,Egmore,160,100,40,80,40,140,35,6/5/2016,"Educational,UPSC,Engineering,Sports,Gate&JEE,Medicine,Management"
Y,1024,Koyembedu,180,90,45,80,50,120,30,6/5/2016,"Educational,UPSC,Engineering,Sports,Gate&JEE,Medicine,Management"
Z,1025,K K Nagar,170,70,30,50,40,140,25,6/5/2016,"Educational,UPSC,Engineering,Sports,Gate&JEE,Medicine,Management"
A,1000,Adyar,70,70,45,60,30,60,20,7/1/2016,"Educational,Engineering,Sports,UPSC,Medicine,Gate&JEE,Management"
B,1001,Ashok Nagar,75,65,30,50,40,50,25,7/1/2016,"Educational,Engineering,Sports,UPSC,Medicine,Gate&JEE,Management"
C,1002,Ambattur,60,60,45,60,35,60,20,7/1/2016,"Educational,Engineering,Sports,UPSC,Medicine,Gate&JEE,Management"
D,1003,Anna Nagar,65,70,40,50,40,60,25,7/1/2016,"Educational,Engineering,Sports,UPSC,Medicine,Gate&JEE,Management"
E,1004,Chrompet,70,65,35,45,45,50,20,7/1/2016,"Educational,Engineering,Sports,UPSC,Medicine,Gate&JEE,Management"
F,1005,Kolathur,75,60,40,55,30,60,25,7/2/2016,"Educational,Engineering,Sports,UPSC,Medicine,Gate&JEE,Management"
G,1006,Mylapore,60,75,35,60,45,50,20,7/2/2016,"Educational,Engineering,Sports,UPSC,Medicine,Gate&JEE,Management"
H,1007,Nungabakkam,65,60,40,45,40,60,30,7/2/2016,"Educational,Engineering,Sports,UPSC,Medicine,Gate&JEE,Management"
I,1008,Perambur,70,65,35,40,35,50,25,7/2/2016,"Educational,Engineering,Sports,UPSC,Medicine,Gate&JEE,Management"
J,1009,T Nagar,60,70,40,45,30,40,20,7/2/2016,"Educational,Engineering,Sports,UPSC,Medicine,Gate&JEE,Management"
K,1010,Tambaram,75,75,35,55,45,60,30,7/3/2016,"Educational,Engineering,Sports,UPSC,Medicine,Gate&JEE,Management"
L,1011,Vadapalani,60,60,30,50,50,50,25,7/3/2016,"Educational,Engineering,Sports,UPSC,Medicine,Gate&JEE,Management"
M,1012,Thiruvanmiyur,75,65,35,45,30,40,20,7/3/2016,"Educational,Engineering,Sports,UPSC,Medicine,Gate&JEE,Management"
N,1013,Velachery,60,60,45,50,45,45,20,7/3/2016,"Educational,Engineering,Sports,UPSC,Medicine,Gate&JEE,Management"
O,1014,Porur,65,65,40,55,30,40,25,7/3/2016,"Educational,Engineering,Sports,UPSC,Medicine,Gate&JEE,Management"
P,1015,Guindy,70,60,45,60,40,50,20,7/4/2016,"Educational,Engineering,Sports,UPSC,Medicine,Gate&JEE,Management"
Q,1016,Pallavaram,65,65,40,55,45,40,25,7/4/2016,"Educational,Engineering,Sports,UPSC,Medicine,Gate&JEE,Management"
R,1017,Avadi,70,60,30,40,30,45,30,7/4/2016,"Educational,Engineering,Sports,UPSC,Medicine,Gate&JEE,Management"
S,1018,Perungudi,75,65,45,45,45,40,25,7/4/2016,"Educational,Engineering,Sports,UPSC,Medicine,Gate&JEE,Management"
T,1019,Saidapet,60,60,30,50,40,50,20,7/4/2016,"Educational,Engineering,Sports,UPSC,Medicine,Gate&JEE,Management"
U,1020,Mogappair,65,70,45,45,35,40,20,7/5/2016,"Educational,Engineering,Sports,UPSC,Medicine,Gate&JEE,Management"
V,1021,Retteri,70,65,30,50,40,45,20,7/5/2016,"Educational,Engineering,Sports,UPSC,Medicine,Gate&JEE,Management"
W,1022,Moolakadai,65,60,35,60,35,60,25,7/5/2016,"Educational,Engineering,Sports,UPSC,Medicine,Gate&JEE,Management"
X,1023,Egmore,70,70,40,65,40,45,20,7/5/2016,"Educational,Engineering,Sports,UPSC,Medicine,Gate&JEE,Management"
Y,1024,Koyembedu,75,65,45,65,35,40,20,7/5/2016,"Educational,Engineering,Sports,UPSC,Medicine,Gate&JEE,Management"
Z,1025,K K Nagar,60,60,30,40,30,50,20,7/5/2016,"Educational,Engineering,Sports,UPSC,Medicine,Gate&JEE,Management"
A,1000,Adyar,50,50,100,45,30,60,20,8/1/2016,"Medicine,UPSC,Sports,Engineering,Educational,Gate&JEE,Management"
B,1001,Ashok Nagar,45,50,90,60,35,70,25,8/1/2016,"Medicine,UPSC,Sports,Engineering,Educational,Gate&JEE,Management"
C,1002,Ambattur,50,45,100,65,40,80,20,8/1/2016,"Medicine,UPSC,Sports,Engineering,Educational,Gate&JEE,Management"
D,1003,Anna Nagar,45,50,90,40,35,60,25,8/1/2016,"Medicine,UPSC,Sports,Engineering,Educational,Gate&JEE,Management"
E,1004,Chrompet,50,45,100,50,40,90,20,8/1/2016,"Medicine,UPSC,Sports,Engineering,Educational,Gate&JEE,Management"
F,1005,Kolathur,45,50,110,40,40,80,25,8/2/2016,"Medicine,UPSC,Sports,Engineering,Educational,Gate&JEE,Management"
G,1006,Mylapore,50,45,90,55,35,100,20,8/2/2016,"Medicine,UPSC,Sports,Engineering,Educational,Gate&JEE,Management"
H,1007,Nungabakkam,45,50,100,60,30,80,30,8/2/2016,"Medicine,UPSC,Sports,Engineering,Educational,Gate&JEE,Management"
I,1008,Perambur,50,50,80,50,30,100,25,8/2/2016,"Medicine,UPSC,Sports,Engineering,Educational,Gate&JEE,Management"
J,1009,T Nagar,45,50,90,50,45,90,20,8/2/2016,"Medicine,UPSC,Sports,Engineering,Educational,Gate&JEE,Management"
K,1010,Tambaram,50,55,80,55,30,100,30,8/3/2016,"Medicine,UPSC,Sports,Engineering,Educational,Gate&JEE,Management"
L,1011,Vadapalani,45,50,100,45,30,80,25,8/3/2016,"Medicine,UPSC,Sports,Engineering,Educational,Gate&JEE,Management"
M,1012,Thiruvanmiyur,40,50,90,40,40,90,20,8/3/2016,"Medicine,UPSC,Sports,Engineering,Educational,Gate&JEE,Management"
N,1013,Velachery,50,45,80,45,30,100,20,8/3/2016,"Medicine,UPSC,Sports,Engineering,Educational,Gate&JEE,Management"
O,1014,Porur,40,50,100,40,35,90,25,8/3/2016,"Medicine,UPSC,Sports,Engineering,Educational,Gate&JEE,Management"
P,1015,Guindy,50,50,80,45,30,80,20,8/4/2016,"Medicine,UPSC,Sports,Engineering,Educational,Gate&JEE,Management"
Q,1016,Pallavaram,40,50,90,45,45,100,25,8/4/2016,"Medicine,UPSC,Sports,Engineering,Educational,Gate&JEE,Management"
R,1017,Avadi,50,50,100,60,40,80,30,8/4/2016,"Medicine,UPSC,Sports,Engineering,Educational,Gate&JEE,Management"
S,1018,Perungudi,40,50,80,60,40,100,25,8/4/2016,"Medicine,UPSC,Sports,Engineering,Educational,Gate&JEE,Management"
T,1019,Saidapet,50,50,90,40,30,90,20,8/4/2016,"Medicine,UPSC,Sports,Engineering,Educational,Gate&JEE,Management"
U,1020,Mogappair,45,50,100,45,40,80,20,8/5/2016,"Medicine,UPSC,Sports,Engineering,Educational,Gate&JEE,Management"
V,1021,Retteri,40,45,110,50,45,75,20,8/5/2016,"Medicine,UPSC,Sports,Engineering,Educational,Gate&JEE,Management"
W,1022,Moolakadai,45,45,100,40,30,85,25,8/5/2016,"Medicine,UPSC,Sports,Engineering,Educational,Gate&JEE,Management"
X,1023,Egmore,40,40,90,45,45,90,20,8/5/2016,"Medicine,UPSC,Sports,Engineering,Educational,Gate&JEE,Management"
Y,1024,Koyembedu,50,50,80,50,40,80,20,8/5/2016,"Medicine,UPSC,Sports,Engineering,Educational,Gate&JEE,Management"
Z,1025,K K Nagar,50,45,90,40,30,70,20,8/5/2016,"Medicine,UPSC,Sports,Engineering,Educational,Gate&JEE,Management"
A,1000,Adyar,40,40,70,60,30,45,20,9/1/2016,"Medicine,Sports,Educational,UPSC,Engineering,Gate&JEE,Management"
B,1001,Ashok Nagar,50,45,80,70,25,55,25,9/1/2016,"Medicine,Sports,Educational,UPSC,Engineering,Gate&JEE,Management"
C,1002,Ambattur,40,40,70,60,40,60,20,9/1/2016,"Medicine,Sports,Educational,UPSC,Engineering,Gate&JEE,Management"
D,1003,Anna Nagar,50,45,80,70,35,45,25,9/1/2016,"Medicine,Sports,Educational,UPSC,Engineering,Gate&JEE,Management"
E,1004,Chrompet,45,50,70,60,40,50,20,9/1/2016,"Medicine,Sports,Educational,UPSC,Engineering,Gate&JEE,Management"
F,1005,Kolathur,50,50,80,70,25,60,20,9/2/2016,"Medicine,Sports,Educational,UPSC,Engineering,Gate&JEE,Management"
G,1006,Mylapore,55,50,70,75,30,50,20,9/2/2016,"Medicine,Sports,Educational,UPSC,Engineering,Gate&JEE,Management"
H,1007,Nungabakkam,40,40,75,80,25,50,20,9/2/2016,"Medicine,Sports,Educational,UPSC,Engineering,Gate&JEE,Management"
